YEARMADERANGE,WALLTYPE,ROOFTYPE,PRKGPLC1,BEDROOMS,DEFROST,SIZRFRI1,NUMFREEZ,HEATROOM,STOVENFUEL,NCOMBATH,NHAFBATH,OVENUSE,AMTMICRO,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,AGERFRI1,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF,MEANAGE,LIGHTS
2,4,5,1,4,0,4,0,6,1,3,0,6,4,0,5,0,1,1,4,22,3,3,3,4,2,2,4,4,4,8,8,2,2,1,0,0,0,0,0,6,3,1,2,2,1,0,0,7,3,1,0,0,0,0,0,4,5,4,0,97500,0,3168,2768,2768,12200,0.39,41.5,44.5
4,3,3,0,2,0,3,0,3,5,1,0,1,2,0,3,1,1,1,4,3,1,1,3,2,2,2,4,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,1,1,1,1,1,3,1,0,22500,0,728,546,364,12836,0.56,50,33
1,3,5,0,4,0,5,1,7,5,2,0,9,2,0,10,1,1,1,3,3,8,13,3,3,3,3,8,12,1,2,0,0,0,1,0,1,0,0,1,7,1,1,2,2,1,0,0,12,4,1,0,1,1,1,1,1,4,5,0,77500,0,976,976,976,20733,0.53,20.8,31.5
3,1,5,0,4,0,3,0,6,1,1,1,1,4,0,5,0,1,1,3,7,3,7,3,4,3,5,4,4,1,2,0,0,2,1,0,0,0,0,0,6,3,1,6,2,1,0,0,7,3,1,0,1,0,0,1,1,3,2,0,92500,0,1724,1293,1293,16094,0.47,56.5,63.5
5,3,5,0,3,1,4,0,7,5,2,1,1,4,1,7,1,1,1,3,2,1,3,3,4,3,2,1,4,3,1,1,1,6,1,0,0,1,0,1,7,1,1,2,1,1,0,0,12,4,0,0,1,1,1,1,1,5,3,0,130000,0,1782,1203,1337,26994,0.48,53.666666666666664,13
4,2,5,1,3,1,3,0,6,5,2,0,6,3,0,5,1,1,1,1,22,5,3,3,1,3,1,8,12,2,2,1,0,2,1,0,0,1,0,1,6,3,0,0,0,0,0,0,12,2,1,0,0,1,1,1,1,5,2,1,87500,0,2217,1817,1817,18333,0.45,55.5,42
8,3,6,1,3,1,4,0,4,5,2,0,6,3,0,7,1,1,1,3,2,5,7,3,3,2,1,2,2,1,1,0,0,10,1,1,0,0,0,0,4,2,1,3,1,0,0,1,7,4,1,0,0,0,1,1,1,4,3,0,110000,0,3556,2906,2150,7611,0.51,20,26
4,2,5,1,5,1,4,1,7,5,2,0,6,2,0,5,1,1,2,3,7,5,3,3,2,3,2,4,8,3,2,1,1,2,1,0,1,1,1,0,7,3,0,2,0,1,0,1,30,4,1,0,1,0,1,1,1,3,3,0,27500,0,3010,2610,2610,18319,0.7,22,67.5
5,3,5,1,2,1,3,0,6,5,2,0,6,2,0,10,1,1,1,4,7,1,7,3,1,3,3,8,12,2,5,1,0,6,1,0,0,0,1,0,6,1,1,4,2,0,0,0,18,3,1,0,0,0,1,2,1,2,2,1,22500,0,2622,2372,2372,6873,0.48,63,21
5,3,3,0,2,1,3,0,5,2,1,0,6,2,1,5,0,1,2,4,7,0,3,3,2,2,1,4,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,7,3,0,0,0,1,0,0,1,1,1,1,12500,1,897,897,0,8075,0.5,75,21
3,7,2,1,3,0,4,0,5,5,2,0,1,4,0,3,1,0,1,3,2,1,0,0,3,3,3,8,8,1,2,0,0,2,1,0,0,0,0,1,5,2,0,4,2,0,0,0,7,3,0,0,1,1,1,1,2,2,6,0,32500,1,1050,800,800,29651,0.38,24.833333333333332,114
3,3,5,0,1,1,3,0,3,5,1,0,0,4,1,5,1,0,1,5,2,2,3,2,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,3,0,0,1,1,1,1,1,5,2,0,27500,0,899,899,599,6600,0.58,38.5,10.5
6,4,1,1,5,1,3,0,5,1,3,0,6,4,1,18,0,0,2,1,12,8,7,0,3,3,1,2,4,0,0,0,0,2,0,0,0,0,0,0,5,1,0,4,3,0,0,1,12,3,1,0,1,0,0,2,4,3,5,0,42500,0,2525,1339,1339,11307,0.55,33.6,34
1,3,5,0,5,0,4,0,7,5,2,0,9,3,1,18,1,1,2,5,3,0,7,2,4,2,1,4,2,2,8,10,0,6,1,0,0,0,0,0,0,0,0,2,3,0,0,0,12,3,1,0,0,0,1,0,1,5,4,1,27500,1,3102,987,0,10220,0.68,45.25,105
2,7,5,0,2,0,3,0,1,5,1,0,6,2,0,5,1,1,1,4,12,0,3,3,2,2,1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,1,0,1,7,3,0,0,0,1,1,1,1,1,3,0,12500,1,1170,234,0,15316,0.45,46,21
5,1,5,1,2,0,3,0,4,5,2,0,16,3,1,10,1,1,1,4,7,3,7,3,2,3,2,8,4,1,2,0,0,2,1,0,0,1,0,0,4,3,1,3,2,1,0,0,7,3,1,0,0,0,1,0,1,5,3,0,32500,0,1802,1552,1552,12850,0.42,20.666666666666668,47.5
4,1,5,1,3,0,4,1,5,1,2,0,1,3,1,10,0,0,1,3,12,0,3,1,3,3,2,4,2,1,1,0,0,2,0,0,0,0,0,0,5,3,1,2,1,0,0,0,7,3,1,0,0,0,0,0,1,1,2,0,17500,1,1820,1420,1420,4478,0.48,41.5,10.5
4,1,5,0,2,0,3,0,5,1,1,0,1,2,0,18,0,0,1,4,3,0,0,0,2,3,2,8,12,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,4,2,1,0,0,0,0,1,2,5,4,0,87500,0,1031,1031,206,6255,0.56,34,30.5
2,2,6,0,4,0,4,1,1,5,2,0,1,4,1,1,1,0,1,3,22,0,0,0,2,2,1,4,2,0,0,0,0,10,0,0,0,0,0,1,0,0,0,2,2,1,0,0,12,2,0,0,1,1,1,0,2,5,1,1,47500,0,960,160,320,8863,0.37,72,31.5
4,1,5,0,3,0,3,1,6,5,2,0,0,3,0,7,1,0,1,4,17,2,1,2,2,3,2,4,2,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,1,7,4,0,0,1,1,1,0,1,6,2,1,17500,1,1693,1451,1693,12807,0.48,86.5,10
7,2,5,1,4,0,5,0,9,5,3,0,6,2,0,7,1,1,2,5,2,2,3,3,5,3,2,2,8,1,5,0,0,2,1,0,0,0,1,0,9,1,1,7,3,0,0,0,18,4,1,0,0,0,1,2,1,3,2,1,27500,0,2526,2126,1459,7521,0.62,62.5,26.5
8,7,5,0,1,0,4,0,3,5,1,0,1,4,0,3,1,0,1,4,3,1,1,3,1,3,1,2,2,1,8,0,0,0,1,0,0,0,0,1,3,1,0,2,1,0,0,0,2,4,0,0,1,1,1,1,6,4,1,0,27500,0,783,783,783,8745,0.39,25,10.5
4,6,5,0,3,0,4,0,5,5,1,0,1,2,1,1,1,0,1,3,2,0,7,3,3,2,2,12,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,2,1,0,0,7,4,1,0,0,0,1,2,1,1,7,0,32500,1,1248,1248,1248,9020,0.57,14.714285714285714,2.5
6,2,5,0,3,1,3,0,5,5,2,0,1,3,0,10,1,1,1,4,7,2,3,3,3,3,2,12,8,1,10,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,1,7,4,0,0,1,1,1,1,5,2,6,0,57500,0,1218,1218,0,14547,0.56,15.666666666666666,8
3,4,5,0,4,0,1,0,1,5,1,0,0,1,0,0,0,0,1,3,7,0,0,0,1,2,1,8,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,4,1,0,0,0,0,0,4,0,1,1,3750,1,815,815,815,2441,0.4,85,21
2,5,6,0,2,0,4,0,6,5,1,1,9,2,0,7,1,1,1,3,7,5,7,3,3,3,2,4,8,1,5,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,22,3,0,0,0,1,1,1,1,5,2,0,92500,0,3024,1854,618,9839,0.65,54,21
1,1,5,0,1,0,4,0,3,1,1,0,6,2,0,7,0,1,1,4,7,0,3,0,2,1,1,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0,2,1,1,0,12500,1,755,755,252,2903,0.53,45,5
3,2,5,1,3,1,4,0,5,-2,1,1,6,3,0,7,1,1,1,4,3,3,3,3,1,2,1,4,4,0,0,0,0,2,0,0,0,0,1,0,5,2,1,1,1,1,0,1,7,3,1,0,1,0,1,1,1,3,4,0,77500,0,1700,725,725,4015,0.55,20.25,18.5
1,4,5,0,1,0,3,0,1,1,1,0,1,3,0,5,0,1,1,4,17,0,0,0,1,2,2,8,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,0,1,0,0,1,1,5,1,0,62500,0,546,182,182,4436,0.55,35,18.5
4,2,6,1,3,0,4,1,5,5,1,1,3,2,0,10,1,1,2,1,3,3,3,3,4,3,2,12,12,1,2,0,0,6,1,0,0,0,0,1,5,1,1,1,1,0,0,1,18,3,0,0,1,1,1,0,1,3,1,1,110000,0,1400,1150,1150,24838,0.57,73,67.5
1,3,3,0,2,1,3,1,2,5,1,1,6,2,1,7,1,1,1,3,12,0,7,2,2,2,1,8,8,1,1,0,0,2,1,0,0,0,0,0,0,0,0,6,3,1,0,1,12,2,1,0,0,0,1,1,1,5,2,0,42500,0,2268,907,1361,839,0.56,59.5,8
1,1,5,0,2,0,3,0,3,1,1,0,16,2,0,18,0,0,1,4,7,0,0,0,2,1,1,2,4,2,5,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,2,2,3,2,0,42500,0,668,668,0,1933,0.5,38.5,0
6,2,5,0,5,1,4,1,9,5,2,1,6,3,0,10,1,1,2,1,3,8,7,3,5,3,3,4,2,1,2,0,0,2,1,0,0,1,0,0,9,3,1,2,0,1,0,1,12,4,1,0,0,0,1,0,1,2,3,1,32500,0,5459,4962,3227,17427,0.5,55.333333333333336,40
1,2,6,0,6,1,5,1,6,1,2,1,6,2,1,7,0,1,1,5,2,2,3,3,2,2,1,4,8,2,10,2,0,6,1,0,0,1,1,0,0,0,0,0,0,1,0,0,30,3,1,0,1,0,0,1,1,8,3,0,67500,0,3522,1604,0,5986,0.58,26.666666666666668,52
4,2,1,1,5,0,5,0,8,-2,3,0,6,3,1,10,0,0,2,3,12,8,13,3,2,3,2,12,12,4,10,8,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,18,4,1,0,0,0,1,0,1,3,3,0,97500,0,4296,3646,0,7413,0.48,44.333333333333336,73
6,1,5,1,3,1,3,0,7,1,2,0,3,4,0,5,0,0,1,4,12,3,7,3,3,2,1,12,12,0,0,0,0,2,0,0,0,0,0,0,7,3,0,2,3,0,0,1,30,2,1,0,0,0,0,1,2,4,2,0,32500,0,1407,1007,1007,8686,0.55,31,25
3,1,5,0,1,0,3,0,3,5,1,0,6,4,0,5,1,0,1,4,7,1,0,0,1,2,2,12,12,2,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1,0,2,7,2,0,2000,1,880,880,293,2210,0.67,28.5,76.5
1,3,6,0,2,1,3,1,4,1,1,0,3,2,0,10,0,0,1,4,2,0,3,3,2,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,1,0,0,7,1,1,0,1,0,0,1,1,1,3,0,27500,0,960,960,480,4156,0.51,23.333333333333332,0
1,1,5,0,3,1,4,0,6,5,1,1,9,3,1,10,1,0,1,4,12,0,3,3,2,2,1,4,8,1,1,0,0,2,1,0,0,0,0,1,0,0,0,2,3,1,0,0,22,2,0,0,1,1,1,0,1,5,1,1,62500,0,2098,2098,459,4835,0.44,80,67.5
6,2,5,0,3,1,3,1,4,5,1,1,6,4,0,10,1,1,1,4,7,8,3,2,3,2,2,12,12,1,2,0,0,0,1,0,0,0,0,0,4,1,1,0,0,1,0,1,4,3,1,0,0,0,1,1,1,2,4,0,47500,0,1113,742,742,8630,0.44,24.25,13
4,3,3,0,3,1,4,0,4,1,1,1,1,3,0,7,0,0,1,1,7,0,1,3,4,2,1,4,4,1,1,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,7,3,1,0,1,0,0,0,3,2,1,0,22500,0,496,397,496,8407,0.45,40,41
5,4,5,1,3,1,4,0,9,1,2,0,1,2,1,5,0,1,1,3,12,1,3,0,1,2,1,8,8,2,1,1,0,0,1,1,0,0,0,0,9,3,0,6,1,0,0,1,4,2,1,0,1,0,0,0,1,3,2,1,12500,1,1710,1460,1460,11314,0.42,66.5,21
7,1,5,0,3,1,4,0,6,5,2,0,6,2,0,5,1,0,2,4,12,8,7,3,2,3,2,2,4,1,2,0,0,2,1,0,0,1,0,1,6,3,0,3,3,0,0,0,7,4,0,0,1,1,1,1,0,3,3,0,82500,0,1408,1408,1408,19886,0.45,29.666666666666668,7.5
7,3,5,0,2,0,3,0,5,5,2,0,6,4,1,1,1,1,1,1,7,3,1,3,1,1,1,2,2,1,10,0,0,0,1,0,0,0,0,1,5,1,0,3,2,1,1,0,7,4,0,0,1,1,1,2,1,2,1,0,2000,1,1406,1406,1406,6933,0.39,18,0
8,7,6,0,1,0,4,0,3,1,1,0,6,4,0,5,0,0,1,4,7,0,0,0,1,2,1,8,8,1,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,0,1,1,2,1,0,22500,0,414,414,138,1790,0.41,28,18.5
1,3,6,0,3,0,4,0,7,5,1,1,3,3,1,10,1,1,1,3,7,8,13,3,2,1,1,2,4,4,10,10,1,2,1,0,0,1,1,0,5,1,1,1,1,1,0,0,18,3,1,0,0,0,1,1,1,5,3,0,82500,0,3352,3352,2257,10097,0.58,24.666666666666668,7.5
5,4,5,1,3,0,4,0,7,-2,4,1,3,4,1,5,0,0,2,3,7,5,3,3,2,3,2,2,2,3,10,5,5,2,1,0,0,1,1,0,7,3,1,0,0,1,1,0,22,3,1,0,0,0,1,1,4,5,3,0,130000,0,6126,5726,5726,17106,0.39,33.666666666666664,177
3,1,5,0,2,1,4,0,4,1,1,0,6,2,0,5,0,1,1,4,7,0,0,0,1,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,2,1,1,3,0,27500,0,581,581,0,3250,0.58,24.666666666666668,30.5
5,4,1,0,2,0,3,0,2,5,1,0,6,2,1,7,1,0,1,4,3,5,3,3,3,3,2,4,4,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,1,0,1,1,1,4,3,0,110000,0,815,408,204,7767,0.53,24.333333333333332,42
4,2,5,1,4,0,5,2,7,5,2,0,6,2,0,5,1,1,1,3,7,5,13,3,2,3,2,8,8,1,8,0,0,2,1,0,0,1,0,0,7,3,1,8,3,0,0,0,7,4,1,1,0,0,1,2,0,3,5,0,27500,1,2442,2042,2042,13127,0.47,14.2,92
6,3,5,1,3,0,3,1,4,5,2,1,6,4,0,5,1,1,1,3,12,3,7,3,2,2,1,4,4,2,8,5,0,6,1,1,0,1,1,0,0,0,0,2,1,0,1,0,12,4,0,0,0,0,1,2,1,6,2,1,42500,0,6942,4228,0,5939,0.77,66.5,57
6,3,5,1,3,1,5,1,5,5,2,0,9,2,0,10,1,1,2,3,2,5,7,3,5,2,2,4,4,2,10,2,0,10,1,0,0,1,1,0,5,1,1,3,3,0,0,0,12,3,1,0,0,0,1,1,1,3,4,0,52500,0,3867,2030,2030,3109,0.59,21,93.5
7,1,5,1,4,0,4,0,11,5,2,1,9,1,0,7,1,0,2,3,7,5,13,3,6,1,1,8,2,3,8,5,1,2,1,0,1,1,1,0,11,3,1,6,3,0,0,0,22,3,1,0,1,0,1,1,1,3,4,0,130000,0,4850,4450,4450,15315,0.38,41,82
6,1,6,1,3,0,4,1,7,-2,2,0,3,2,0,3,1,0,1,3,3,2,3,3,3,2,1,4,8,2,2,1,0,0,1,0,0,1,0,1,8,2,0,5,2,1,0,0,22,4,0,0,0,1,1,1,1,6,1,0,87500,0,5180,4183,4780,8310,0.39,55,5
5,2,5,0,1,0,4,0,4,5,1,0,6,4,1,10,1,0,1,4,7,2,3,3,2,2,1,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,4,4,0,0,1,1,1,2,2,3,1,0,17500,0,711,569,0,10360,0.58,24,45
1,2,6,0,3,1,3,2,6,5,1,1,3,3,1,7,1,1,1,4,7,0,1,3,2,2,1,4,8,1,2,0,0,6,1,0,0,1,1,1,0,0,0,1,1,0,0,0,12,2,0,0,1,1,1,1,1,4,2,1,67500,0,2916,1154,192,7358,0.54,60.5,13
7,1,5,1,3,1,4,1,6,-2,3,1,9,3,0,7,0,0,3,3,7,8,7,3,3,3,1,2,4,2,2,1,0,6,1,0,0,1,0,0,6,3,1,5,1,0,0,0,22,4,0,0,1,0,1,1,1,6,4,0,130000,0,6007,5357,5357,19132,0.5,24.75,191
2,3,6,0,1,0,4,1,4,1,1,0,6,3,0,7,0,0,1,4,17,0,3,3,3,3,4,8,8,0,0,0,0,10,0,0,0,1,1,0,0,0,0,2,3,1,0,0,12,3,1,0,1,0,0,1,2,2,1,0,47500,0,1329,1329,332,6107,0.53,47,28.5
8,3,5,0,2,0,4,0,6,-2,2,0,6,4,1,5,1,0,1,5,3,2,1,2,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,2,1,0,4,2,1,0,0,18,4,1,0,1,0,1,2,1,2,1,1,37500,0,2500,1627,445,2915,0.41,74,16
5,7,6,1,4,0,4,0,7,5,2,0,16,3,0,10,1,1,2,5,3,2,7,3,3,2,1,12,12,1,5,0,0,6,1,0,0,0,0,1,7,3,1,5,3,0,0,1,7,2,0,0,1,1,1,0,1,2,3,1,47500,0,2397,1747,1747,19904,0.4,44.333333333333336,33
2,2,5,0,1,0,4,0,3,5,1,0,1,3,1,5,1,0,1,4,22,1,0,0,1,2,1,8,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,1,2,1,1,32500,0,830,830,277,4702,0.56,69,5
1,3,6,0,3,1,4,0,7,5,1,1,9,3,1,7,1,1,1,3,7,5,3,2,3,2,2,2,2,4,10,8,10,6,1,0,0,0,0,0,7,1,1,3,1,1,0,0,22,2,1,0,1,0,1,1,1,5,2,0,110000,0,3330,2837,2837,10899,0.57,33.5,7.5
3,1,5,0,3,1,4,0,5,1,1,0,6,2,0,10,0,1,1,3,7,8,0,0,3,2,1,4,8,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,1,2,5,0,8750,1,1251,1251,250,4222,0.67,10.6,12
3,2,7,0,3,1,4,0,6,1,1,0,9,3,1,18,0,1,1,4,12,0,3,3,2,3,2,4,4,1,5,0,0,0,1,0,0,0,0,0,6,3,0,0,0,1,0,0,7,2,1,0,0,0,0,2,1,4,4,0,8750,1,996,996,996,15912,0.53,18.5,28.5
8,3,5,1,4,1,4,0,4,5,2,1,1,1,1,5,1,0,2,4,7,3,3,3,2,3,2,2,8,5,10,2,10,2,1,0,0,0,0,1,7,3,1,4,3,0,0,0,12,4,0,0,1,1,1,1,2,5,1,0,47500,0,2983,1876,2983,12468,0.42,39,37
7,4,7,0,2,0,4,0,3,5,2,0,1,2,0,10,1,1,1,4,3,3,7,3,3,2,2,2,4,1,5,0,0,0,1,0,0,0,0,1,3,3,0,2,3,1,0,0,7,4,0,0,1,1,1,1,2,3,1,0,42500,0,1014,1014,1014,14965,0.44,37,5
7,3,6,1,2,1,4,1,6,5,2,0,9,3,0,10,1,1,1,3,7,2,3,3,1,3,2,2,2,2,5,2,0,2,1,0,0,1,1,0,6,3,1,3,3,0,0,1,7,4,1,0,0,0,1,1,1,6,2,0,42500,0,3860,3010,1660,7767,0.47,29,31.5
2,3,5,0,2,0,4,1,6,5,1,0,6,2,0,7,1,1,2,3,17,2,16,3,3,2,1,12,12,1,1,0,0,0,1,0,0,0,0,1,6,3,0,4,3,1,0,0,12,2,0,0,0,1,1,0,1,2,3,1,37500,0,858,858,858,16196,0.44,49.333333333333336,15.5
1,3,5,0,2,0,4,1,4,-2,2,1,1,1,0,1,1,0,2,1,22,0,7,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,12,4,1,0,1,0,1,1,1,4,1,0,22500,0,1957,1957,1957,8602,0.5,33,43.5
6,3,2,0,4,0,5,1,6,5,1,0,9,1,0,18,1,0,1,3,7,0,13,2,1,2,3,4,12,1,2,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0,0,0,4,4,0,0,0,1,1,1,1,2,3,0,47500,0,1720,1290,215,9731,0.39,35.666666666666664,38
1,6,5,0,2,0,4,1,2,1,1,1,3,3,1,18,0,1,1,3,12,0,3,3,1,3,3,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,7,4,1,0,1,1,0,0,1,0,2,1,12500,1,950,380,380,12314,0.46,58,22.5
5,3,5,0,1,1,3,0,3,5,1,0,6,3,0,18,1,0,1,4,7,0,0,0,1,2,1,1,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,1,1,1,2,2,2,1,0,6250,1,526,526,175,8138,0.54,20,22.5
6,3,7,1,3,0,4,0,8,-2,4,0,6,4,0,7,1,1,1,3,3,3,7,3,3,2,1,8,4,1,2,0,0,2,1,0,0,0,0,0,8,1,1,1,1,1,0,0,30,3,1,0,0,0,1,1,1,5,2,0,57500,0,5852,5202,5202,8721,0.51,30.5,10.5
5,1,5,0,3,0,4,1,6,5,1,1,6,4,0,10,1,0,1,3,3,0,7,3,5,1,1,8,4,1,2,0,0,0,1,0,0,1,0,0,6,3,1,1,3,1,0,0,12,3,1,0,0,0,1,1,2,1,5,0,37500,1,1296,1296,1296,13960,0.46,22.6,26
7,7,6,1,3,1,4,0,0,5,2,0,6,2,1,10,1,1,3,4,7,1,7,3,2,3,2,8,8,1,5,0,0,2,1,0,0,0,0,1,7,3,0,4,3,0,0,1,12,3,0,0,0,1,1,2,6,3,3,0,52500,0,3126,0,2726,15417,0.35,19,29
4,3,5,1,4,1,5,2,8,5,3,0,9,2,1,7,1,1,2,3,7,8,3,2,3,3,2,4,4,1,1,0,0,2,1,0,0,1,0,1,8,3,0,8,2,1,0,1,22,3,1,0,0,1,1,1,1,3,2,0,52500,0,4653,3183,3183,15147,0.42,62.5,24
3,1,5,0,2,1,3,0,4,5,1,0,1,1,1,1,1,1,1,4,7,0,0,0,2,3,2,4,8,3,10,10,10,0,1,0,0,0,0,1,4,2,0,0,0,0,0,1,2,2,0,0,1,1,1,1,1,2,2,0,52500,0,1256,1256,1256,10605,0.54,19.5,22.5
5,1,2,1,4,1,3,1,7,5,2,0,1,3,0,18,1,1,2,4,2,3,3,3,3,2,2,8,8,1,2,0,0,0,1,0,0,0,0,1,7,2,1,1,3,0,0,0,7,3,1,0,1,1,1,2,1,3,3,0,77500,0,3179,3179,1802,13820,0.6,19.666666666666668,14.5
7,3,5,1,3,0,4,1,6,5,2,0,16,1,1,10,1,1,1,3,7,0,13,2,3,2,1,2,2,1,2,0,0,2,1,1,0,0,1,0,6,1,1,0,0,0,0,1,12,4,0,0,0,0,1,2,1,3,4,0,47500,0,2730,994,994,9868,0.56,21,5
5,1,5,1,4,0,5,1,6,5,3,0,3,4,1,5,1,1,2,5,2,3,3,3,3,3,4,2,8,3,2,2,2,2,1,0,0,0,0,1,8,3,1,5,3,0,0,0,7,3,0,0,1,1,1,1,1,5,3,0,82500,0,2264,1798,2264,30186,0.42,48,52.5
4,1,5,1,3,0,4,1,5,5,2,0,6,3,0,7,1,0,1,4,12,3,3,3,2,2,1,8,8,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,1,0,0,0,1,0,1,2,2,1,32500,0,3990,1945,0,7208,0.56,81,26
3,4,4,1,3,0,3,0,5,1,1,1,6,4,0,5,0,0,1,1,7,1,3,0,1,2,1,12,12,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,1,0,0,0,0,0,2,2,2,1,37500,0,1800,1400,0,3780,0.37,42,16
3,3,5,1,3,0,2,0,2,5,1,1,3,2,0,10,1,0,2,4,2,0,0,0,5,3,2,4,8,1,2,0,0,2,1,0,1,1,0,1,0,0,0,3,1,1,0,0,7,2,0,0,1,1,1,1,1,3,7,0,2000,1,1879,493,0,13659,0.51,23.142857142857142,2.5
5,2,5,1,3,0,5,1,6,-2,2,1,1,1,1,5,1,1,1,1,7,1,3,3,3,2,2,2,2,3,8,2,2,6,1,0,0,1,0,1,6,2,1,5,1,0,0,1,22,4,0,0,1,1,1,1,1,7,2,0,110000,0,4240,3840,3840,29469,0.54,68,21
4,2,1,1,4,0,3,0,7,5,1,1,6,2,1,10,1,1,2,4,2,0,3,3,3,3,2,8,8,2,2,5,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,7,4,1,0,0,0,1,2,1,2,5,0,27500,1,1600,1350,0,12593,0.61,19.2,16
7,1,6,1,3,1,3,1,7,1,2,0,6,2,0,18,0,1,1,1,7,8,7,3,1,3,3,2,4,1,5,0,0,2,1,0,0,1,0,0,7,3,1,2,2,1,0,0,12,3,1,0,0,0,0,0,1,7,2,1,47500,0,2137,1737,1737,9784,0.36,73,0
5,3,5,1,3,0,3,1,7,5,2,0,6,2,0,10,1,0,1,4,7,5,7,2,4,2,1,2,1,1,2,0,0,2,1,1,0,1,0,1,7,3,1,1,2,0,0,1,12,4,0,0,1,1,1,1,1,2,4,0,62500,0,3588,3188,3188,11373,0.51,24.75,10
1,2,6,1,3,1,4,0,8,5,2,1,16,3,0,7,1,1,1,4,7,5,3,3,4,3,3,2,2,5,5,5,1,2,1,1,0,0,0,0,0,0,0,1,2,0,0,1,30,4,0,0,0,0,1,0,1,8,1,0,77500,0,5184,4188,1296,8914,0.52,45,2.5
5,3,6,1,4,0,4,1,10,1,2,2,6,3,0,10,0,1,2,4,22,3,7,2,4,2,2,8,2,1,2,0,0,6,1,1,0,0,0,0,6,1,0,2,1,1,0,1,22,3,1,0,0,0,0,0,1,3,2,1,67500,0,5993,5343,1989,9652,0.58,69.5,21
1,2,6,0,3,1,3,0,7,5,1,1,9,2,1,7,1,1,1,3,7,3,7,3,1,3,2,4,4,2,5,2,0,2,1,1,0,0,0,0,3,1,0,4,1,1,0,1,22,4,0,0,0,0,1,1,1,4,4,0,130000,0,6004,3504,1502,13022,0.5,33,31.5
7,3,6,0,2,0,3,0,4,5,2,0,6,4,0,5,1,1,1,4,7,1,3,3,3,2,1,12,2,0,0,0,0,0,0,0,0,0,0,1,4,1,1,3,1,0,0,0,4,3,1,0,0,1,1,0,1,2,1,1,8750,1,1069,1069,1069,5229,0.45,74,2.5
